,Job Title,Company,Location,Salary,Search Term
1611,Senior <b>Data</b> <b>Scientist</b>,"    NIT Finance","New York, NY",NaN,New+York
1612,Research Analyst,"    The Empire State Realty Trust","New York, NY",NaN,New+York
1613,<b>Data</b> Visualization Engineer,"        MassMutual Financial Group","New York, NY 10261 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
1614,Institutional <b>Data</b> Analyst,"        Weill Cornell Medical College","New York, NY",NaN,New+York
1615,Junior Research Analyst - Index,"    SG CIB","New York, NY",NaN,New+York
1616,Junior Research <b>Scientist</b> (Rolling Admission),"    Institute for the Study of Decision Making","New York, NY",NaN,New+York
1617,Sr. <b>Data</b> Analyst,"        NYU School of Medicine","New York, NY",NaN,New+York
1618,<b>Data</b> Architect/ <b>Data</b> Engineer,"    Envisagenics, Inc.","New York, NY","$65,000 - $110,000 a year",New+York
1619,<b>Data</b> <b>Scientist</b>,"    Enterprise Select","New York, NY 10038 <span style=""font-size: smaller"">(Financial District area)</span>","$130,000 a year",New+York
1620,Model Validation Quantitative Analyst,"        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1621,Machine Learning Researcher,"    Schrodinger","New York, NY",NaN,New+York
1622,Institute Postdoctoral Fellow (Omics &amp; Big <b>Data</b>),"        Icahn School of Medicine at Mount Sinai","New York, NY",NaN,New+York
1623,Sr. <b>Data</b> <b>Scientist</b> - User &amp; Product Analytics,"        Tumblr","New York, NY",NaN,New+York
1624,Principal <b>Data</b> <b>Scientist</b>,"        Aetna","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
1625,<b>Data</b> Science Summer Intern,"    Lazard Ltd.","New York, NY",NaN,New+York
1626,Quantitative Analyst â€“ Counterparty Credit Risk (VP),"        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1627,<b>Data</b> Analyst,"        NYU School of Medicine","New York, NY",NaN,New+York
1628,Senior Research Analyst,"        Research Foundation of The City University of New...","New York, NY","$70,000 - $80,000 a year",New+York
1629,"<b>Data</b> <b>Scientist</b>, Forecast Analyst","        NBCUniversal","New York, NY",NaN,New+York
1630,"Research Analyst, Grid Edge Microgrids; Greentech Media (GTM...","        Wood Mackenzie","New York, NY 10018 <span style=""font-size: smaller"">(Clinton area)</span>",NaN,New+York
1631,Model Validation Quantitative Analyst (VP),"        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1632,<b>Data</b> <b>Scientist</b>,"    Scienaptic Systems Inc","New York, NY","$100,000 a year",New+York
1633,Research Analyst - Media,"        Spectrum","New York, NY 10002 <span style=""font-size: smaller"">(Lower East Side area)</span>",NaN,New+York
1634,"Software Engineer, Machine Learning","        Facebook","New York, NY",NaN,New+York
1635,Machine Learning Engineer - NLP - Java - Python - New York,"        Darwin Recruitment","New York, NY",$120 - $140 an hour,New+York
1636,<b>Data</b> Analyst II - AC Adolescent Health - Full Time - Days,"        Mount Sinai Health System","New York, NY 10029 <span style=""font-size: smaller"">(Yorkville area)</span>",NaN,New+York
1637,Model Validation Quantitative Analyst (VP),"        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1638,Research Analyst - Media,"        Spectrum","New York, NY 10002 <span style=""font-size: smaller"">(Lower East Side area)</span>",NaN,New+York
1639,<b>Data</b> Analyst/Modeler,"        DEPARTMENT OF FINANCE","Manhattan, NY","$70,286 - $80,829 a year",New+York
1640,VP <b>Data</b> Science,"    Beeswax","New York, NY","$130,000 - $165,000 a year",New+York
1641,Statistical <b>Scientist</b>,"        Medidata Solutions","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
1642,"<b>Data</b> Team Leader (VP, Director)","        VROOM","New York, NY","$140,000 - $180,000 a year",New+York
1643,Junior <b>Data</b> <b>Scientist</b>,"        Oliver James Associates","New York, NY","$110,000 - $111,000 a year",New+York
1644,<b>Data</b> Analyst,"        ADMIN FOR CHILDREN'S SVCS","Manhattan, NY","$70,286 - $88,213 a year",New+York
1645,"L'Oreal USA, <b>Data</b> Activation &amp; DMP Lead","        L'Oreal USA","New York, NY",NaN,New+York
1646,Research <b>Scientist</b>,"        NYU School of Medicine","New York, NY",NaN,New+York
1647,"Senior Business Analyst, Underwriting Analytics","        AIG","New York, NY",NaN,New+York
1648,Statistical <b>Scientist</b>,"        Medidata Solutions","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
1649,VP <b>Data</b> Science,"    Beeswax","New York, NY","$130,000 - $165,000 a year",New+York
1650,Research Analyst Custom Research,"        Zenith","New York, NY",NaN,New+York
1651,Market Research Analyst,"        Cannon Design","New York, NY",NaN,New+York
1652,<b>Data</b> Analyst,"        ADMIN FOR CHILDREN'S SVCS","Manhattan, NY","$70,286 - $88,213 a year",New+York
1653,Quantitative Analyst - Credit Exposure,"        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1654,Sr. <b>Data</b> <b>Scientist</b> - Mixed Media Modeling,"        J.Crew Group, Inc.","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
1655,"Senior Business Analyst, Underwriting Analytics","        AIG","New York, NY",NaN,New+York
1656,"Senior Decision <b>Scientist</b>, Campaign Analytics, Decision Mana...","        E*TRADE FINANCIAL","New York, NY",NaN,New+York
1657,Market Research Analyst,"        Cannon Design","New York, NY",NaN,New+York
1658,Sr. <b>Data</b> <b>Scientist</b> - Mixed Media Modeling,"        J.Crew Group, Inc.","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
1659,Research Analyst Custom Research,"        Zenith","New York, NY",NaN,New+York
1660,Research Analyst,"        The After-School Corporation","New York, NY 10018 <span style=""font-size: smaller"">(Clinton area)</span>",NaN,New+York
1661,"Director, <b>Data</b> Science","    Integral Ad Science","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
1662,Quantitative Analyst - Credit Exposure,"        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1663,"Research Analyst, Content","        Peloton Cycle","New York, NY",NaN,New+York
1664,Quantitative and <b>data</b> analyst,"        MSCI Inc.","New York, NY 10002 <span style=""font-size: smaller"">(Lower East Side area)</span>",NaN,New+York
1665,Summer Intern - pRED Informatics,"        Roche","New York, NY",NaN,New+York
1666,"Senior <b>Scientist</b>, Machine Learning and Virtual Screening","    Schrodinger","New York, NY",NaN,New+York
1667,"Director of <b>Data</b> Science, Analytics","    Averity","New York, NY","$175,000 - $250,000 a year",New+York
1668,<b>Data</b> Analyst,"        Columbia University","New York, NY",NaN,New+York
1669,"Connect - Vice President, Behavioral <b>Data</b> Group","        Ipsos North America","New York, NY",NaN,New+York
1670,Senior Research Analyst,"    Phoenix Marketing International","New York, NY 10001 <span style=""font-size: smaller"">(Chelsea area)</span>",NaN,New+York
1671,"Sr. Associate, <b>Data</b> <b>Scientist</b>","        New York Life Insurance Co","New York, NY",NaN,New+York
1672,Machine Learning Engineer,"        Meetup","New York, NY 10012 <span style=""font-size: smaller"">(Little Italy area)</span>",NaN,New+York
1673,Enterprise <b>Data</b> Governance Analyst,"    NYU Langone Health System","New York, NY",NaN,New+York
1674,Senior Research &amp; <b>Data</b> Analyst,"        International Rescue Committee","New York, NY 10168 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
1675,<b>Data</b> <b>Scientist</b> / Lead Quantitative Analyst,"        Guidepoint Global","New York, NY 10017 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1676,Equity Research and <b>Data</b> Analyst,"        1010data","New York, NY",NaN,New+York
1677,ASSOCIATE COMPUTATIONAL <b>SCIENTIST</b>,"        Mount Sinai Health System","New York, NY 10029 <span style=""font-size: smaller"">(Yorkville area)</span>",NaN,New+York
1678,<b>Data</b> Science Intern,"        FactSet","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
1679,Forensic Technology &amp; Discovery Services Manager - <b>Data</b> Scie...,"        EY","New York, NY",NaN,New+York
1680,Global Multi-Asset Group â€“ Derivatives Research Analyst,"        OppenheimerFunds","New York, NY",NaN,New+York
1681,Principal <b>Data</b> <b>Scientist</b>,"    Averity","New York, NY","$150,000 - $185,000 a year",New+York
1682,"Quantitative Risk Analyst, Two Harbors","    Two Harbors Investment Corp.","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1683,"<b>Data</b> <b>Scientist</b>, Tech Lead - NLP","        Grubhub","New York, NY",NaN,New+York
1684,Temporary Research Analyst - Smithsonian Channel,"    Smithsonian Networks","New York, NY 10176 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
1685,Senior <b>Data</b> Strategy Analyst,"        Neustar, Inc.","New York, NY 10012 <span style=""font-size: smaller"">(Little Italy area)</span>",NaN,New+York
1686,Database and <b>Data</b> Warehouse Manager,"        PlaceIQ","New York, NY",NaN,New+York
1687,"Java Developer and Machine learning, Contract","    Harris Allied","New York, NY 10018 <span style=""font-size: smaller"">(Clinton area)</span>",NaN,New+York
1688,Survey Research Analyst,"        DoSomething.org","New York, NY 10010 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
1689,IHC - Analyst - Economics Research Programmer,"        BNP Paribas","New York, NY",NaN,New+York
1690,"<b>Data</b>, Scala, Spark, Python, SQL, risk analysis, financial mo...","    The Consortium Inc.","New York, NY",NaN,New+York
1691,"<b>Data</b> Engineer, <b>Data</b> Science","    Integral Ad Science","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
1692,"Instagram - Software Engineer, Machine Learning","        Facebook","New York, NY",NaN,New+York
1693,<b>Data</b> Science Intern,"        FactSet","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
1694,SENIOR <b>SCIENTIST</b>,"        Mount Sinai Health System","New York, NY 10029 <span style=""font-size: smaller"">(Yorkville area)</span>",NaN,New+York
1695,Principal <b>Data</b> <b>Scientist</b>,"    Averity","New York, NY","$150,000 - $185,000 a year",New+York
1696,Research Analyst,"    1199SEIU Family of Funds","New York, NY",NaN,New+York
1697,Sr. Revenue Cycle Management Analyst,"    NYU Langone Health System","New York, NY",NaN,New+York
1698,Director of Machine Learning &amp; Real Time Bidding Systems,"    The Shipyard","New York, NY",NaN,New+York
1699,Post-doc Research <b>Scientist</b>,"        Research Foundation of The City University of New...","New York, NY","$60,000 - $65,000 a year",New+York
1700,Quantitative Model Validation Analyst,"        SociÃ©tÃ© GÃ©nÃ©rale","New York, NY",NaN,New+York
1701,SENIOR <b>SCIENTIST</b>,"        Mount Sinai Health System","New York, NY 10029 <span style=""font-size: smaller"">(Yorkville area)</span>",NaN,New+York
1702,"Analyst - Healthcare Analytics &amp; Delivery, McKinsey New Vent...","        McKinsey &amp; Company","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1703,Research Analyst,"    1199SEIU Family of Funds","New York, NY",NaN,New+York
1704,Director of Machine Learning &amp; Real Time Bidding Systems,"    The Shipyard","New York, NY",NaN,New+York
1705,V&amp;A Research Analyst,"        Cushman &amp; Wakefield","New York, NY",NaN,New+York
1706,Research Analyst - Consumer Intelligence,"        Showtime","New York, NY 10176 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
1707,Research <b>Scientist</b>,"        Yahoo! Inc.","New York, NY",NaN,New+York
1708,Post-doc Research <b>Scientist</b>,"        Research Foundation of The City University of New...","New York, NY","$60,000 - $65,000 a year",New+York
1709,Senior Machine Learning/Computer Vision Engineer,"        Shutterstock","New York, NY",NaN,New+York
1710,Research <b>Data</b> Standards Analyst,"        BuzzFeed","New York, NY",NaN,New+York
1711,"Director, <b>Data</b> Science","        Birchbox","New York, NY 10038 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,New+York
1712,Quantitative Analyst Consultant,"    Mission Staffing","New York, NY 10038 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,New+York
1713,BIOSTATISTICIAN I,"        Mount Sinai Health System","New York, NY 10029 <span style=""font-size: smaller"">(Yorkville area)</span>",NaN,New+York
1714,Research Analyst,"        Discovery Communications, Inc.","New York, NY",NaN,New+York
1715,<b>Data</b> Engineer,"        eBay Inc.","New York, NY 10011 <span style=""font-size: smaller"">(Chelsea area)</span>",NaN,New+York
1716,<b>Data</b> <b>Scientist</b>,"    Princeton Consulting","New York, NY 10018 <span style=""font-size: smaller"">(Clinton area)</span>","$100,000 - $200,000 a year",New+York
1717,<b>Data</b> Analyst / <b>Data</b> <b>Scientist</b>,"        Rent the Runway","New York, NY 10013 <span style=""font-size: smaller"">(Tribeca area)</span>",NaN,New+York
1718,"Product Manager - Healthcare Analytics, McKinsey New Venture...","        McKinsey &amp; Company","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
1719,Research <b>Scientist</b>,"        Yahoo! Inc.","New York, NY",NaN,New+York
1720,RESEARCH ASSISTANT III,"        Mount Sinai Health System","New York, NY 10029 <span style=""font-size: smaller"">(Yorkville area)</span>",NaN,New+York
1721,"Director, <b>Data</b> Science","        Birchbox","New York, NY 10038 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,New+York
1722,Statistical/ Database Marketing Analyst,"        FULLBEAUTY Brands","New York, NY",NaN,New+York
1723,Senior Performance Analyst (Dashboard Analytics - Hospital O...,"    NYU Hospitals Center","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
1724,Lead <b>Data</b> <b>Scientist</b>,"        Verisk Analytics","Jersey City, NJ",NaN,New+York
1725,Senior Research <b>Scientist</b>,"    GUTTMACHER","New York, NY",NaN,New+York
1726,Research Analyst - Forum,"        Third Bridge","New York, NY",NaN,New+York
1727,Quantitative Analyst Consultant,"    Mission Staffing","New York, NY 10038 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,New+York
1728,Research Study Specialist,"        Memorial Sloan Kettering","New York, NY",NaN,New+York
1729,Head of Business Intelligence,"    VICE US","New York, NY",NaN,New+York
1730,Associate Research <b>Scientist</b>,"        Columbia University","New York, NY",NaN,New+York
1731,<b>Data</b> Quality/<b>Scientist</b>/Analyst role,"        NPD","Port Washington, NY",NaN,New+York
1732,Senior Science Analyst,"        AIG","New York, NY",NaN,New+York
